M107,M190,S,M104,G28,F,G1,Z,M109,G21,G90,M82,E,G92,X,Y,M140,M106,M84,Malicious
0,0,0,0,0,0,1,0,0,0,0,0,16.94082,0,131.007,108.5,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,17.27485,0,131.007,113.5,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,17.43318,0,130.61,115.836,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,17.59151,0,129.463,117.91,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,17.74984,0,127.696,119.489,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,17.90817,0,125.506,120.394,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,18.01366,0,123.936,120.571,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,21.2118,0,76.064,120.571,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,21.37013,0,73.727,120.174,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,21.52846,0,71.653,119.027,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,21.68679,0,70.075,117.259,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,21.84512,0,69.169,115.069,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,21.95062,0,68.993,113.5,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,22.28465,0,68.993,108.5,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,22.44298,0,69.39,106.163,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,22.60131,0,70.537,104.089,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,22.75563,0,72.26,102.55,0,0,0,No
0,0,0,0,0,4800,1,0,0,0,0,0,0,0,72.817,102.827,0,0,0,No
0,0,0,0,0,1800,1,0,0,0,0,0,22.98006,0,76.064,101.964,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,26.1782,0,123.936,101.964,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,26.33037,0,126.179,102.361,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,26.48254,0,128.15,103.503,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,26.63472,0,129.608,105.253,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,26.85915,0,130.472,108.5,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,27.19317,0,130.472,113.5,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,27.34534,0,130.075,115.742,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,27.49751,0,128.932,117.713,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,27.64969,0,127.183,119.172,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,27.87412,0,123.936,120.035,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,31.07226,0,76.064,120.035,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,31.22443,0,73.821,119.638,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,31.3766,0,71.85,118.496,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,31.52877,0,70.392,116.746,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,31.7532,0,69.528,113.5,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,32.08723,0,69.528,108.5,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,32.2394,0,69.925,106.257,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,32.39157,0,71.068,104.286,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,32.53973,0,72.771,102.866,0,0,0,No
0,0,0,0,0,3600,1,0,0,0,0,0,31.53973,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No
0,0,0,0,0,4800,1,0,0,0,0,0,0,0,74.622,105.018,0,0,0,No
0,0,0,0,0,3600,1,0,0,0,0,0,2.5,0,0,0,0,0,0,No
0,0,0,0,0,1800,1,0,0,0,0,0,3.01819,0,82.378,105.018,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,3.21087,0,84.418,107.057,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,3.73758,0,84.418,114.942,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,3.93025,0,82.378,116.981,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,4.44844,0,74.622,116.981,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,4.64112,0,72.582,114.942,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,5.16783,0,72.582,107.057,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,5.3565,0,74.579,105.06,0,0,0,No
0,0,0,0,0,4800,1,0,0,0,0,0,0,0,74.844,105.554,0,0,0,No
0,0,0,0,0,1800,1,0,0,0,0,0,5.84505,0,82.156,105.554,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,6.00808,0,83.882,107.279,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,6.50515,0,83.882,114.72,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,6.66818,0,82.156,116.445,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,7.15673,0,74.844,116.445,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,7.31977,0,73.118,114.72,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,7.81683,0,73.118,107.279,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,7.97586,0,74.801,105.596,0,0,0,No
0,0,0,0,0,4800,1,0,0,0,0,0,0,0,75.065,106.089,0,0,0,No
0,0,0,0,0,1800,1,0,0,0,0,0,8.43476,0,81.935,106.089,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,8.56816,0,83.347,107.501,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,9.03558,0,83.347,114.498,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,9.16897,0,81.935,115.91,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,9.62787,0,75.065,115.91,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,9.76127,0,73.653,114.498,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,10.22869,0,73.653,107.501,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,10.35807,0,75.023,106.132,0,0,0,No
0,0,0,0,0,4800,1,0,0,0,0,0,0,0,75.287,106.625,0,0,0,No
0,0,0,0,0,1800,1,0,0,0,0,0,10.78733,0,81.713,106.625,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,10.89108,0,82.811,107.723,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,11.32886,0,82.811,114.276,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,11.43261,0,81.713,115.374,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,11.86187,0,75.287,115.374,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,11.96562,0,74.189,114.276,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,12.4034,0,74.189,107.723,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,12.50314,0,75.245,106.667,0,0,0,No
0,0,0,0,0,4800,1,0,0,0,0,0,0,0,75.509,107.16,0,0,0,No
0,0,0,0,0,1800,1,0,0,0,0,0,12.90276,0,81.491,107.16,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,12.97687,0,82.275,107.945,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,13.385,0,82.275,114.054,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,13.45911,0,81.491,114.839,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,13.85873,0,75.509,114.839,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,13.93283,0,74.725,114.054,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,14.34097,0,74.725,107.945,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,14.41107,0,75.467,107.203,0,0,0,No
0,0,0,0,0,4800,1,0,0,0,0,0,0,0,75.731,107.696,0,0,0,No
0,0,0,0,0,1800,1,0,0,0,0,0,14.78104,0,81.269,107.696,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,14.82551,0,81.74,108.167,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,15.204,0,81.74,113.832,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,15.24846,0,81.269,114.303,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,15.61844,0,75.731,114.303,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,15.6629,0,75.26,113.832,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,16.04139,0,75.26,108.167,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,16.08185,0,75.689,107.739,0,0,0,No
0,0,0,0,0,4800,1,0,0,0,0,0,0,0,75.953,108.232,0,0,0,No
0,0,0,0,0,1800,1,0,0,0,0,0,16.42218,0,81.047,108.232,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,16.437,0,81.204,108.389,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,16.78585,0,81.204,113.61,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,16.80067,0,81.047,113.767,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,17.141,0,75.953,113.767,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,17.15583,0,75.796,113.61,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,17.50467,0,75.796,108.389,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,17.51549,0,75.91,108.274,0,0,0,No
0,0,0,0,0,3600,1,0,0,0,0,0,16.51549,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No
0,0,0,0,0,4800,1,0,0,0,0,0,0,0,115.582,107.057,0,0,0,No
0,0,0,0,0,3600,1,0,0,0,0,0,2.5,0,0,0,0,0,0,No
0,0,0,0,0,1800,1,0,0,0,0,0,2.69268,0,117.622,105.018,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,3.21087,0,125.378,105.018,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,3.40355,0,127.418,107.057,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,3.93025,0,127.418,114.942,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,4.12293,0,125.378,116.981,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,4.64112,0,117.622,116.981,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,4.8338,0,115.582,114.942,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,5.3565,0,115.582,107.117,0,0,0,No
0,0,0,0,0,4800,1,0,0,0,0,0,0,0,116.118,107.279,0,0,0,No
0,0,0,0,0,1800,1,0,0,0,0,0,5.51954,0,117.844,105.554,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,6.00808,0,125.156,105.554,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,6.17112,0,126.882,107.279,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,6.66818,0,126.882,114.72,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,6.83122,0,125.156,116.445,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,7.31977,0,117.844,116.445,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,7.4828,0,116.118,114.72,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,7.97586,0,116.118,107.339,0,0,0,No
0,0,0,0,0,4800,1,0,0,0,0,0,0,0,116.653,107.501,0,0,0,No
0,0,0,0,0,1800,1,0,0,0,0,0,8.10925,0,118.065,106.089,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,8.56816,0,124.935,106.089,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,8.70155,0,126.347,107.501,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,9.16897,0,126.347,114.498,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,9.30236,0,124.935,115.91,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,9.76127,0,118.065,115.91,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,9.89466,0,116.653,114.498,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,10.35807,0,116.653,107.561,0,0,0,No
0,0,0,0,0,4800,1,0,0,0,0,0,0,0,117.189,107.723,0,0,0,No
0,0,0,0,0,1800,1,0,0,0,0,0,10.46182,0,118.287,106.625,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,10.89108,0,124.713,106.625,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,10.99483,0,125.811,107.723,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,11.43261,0,125.811,114.276,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,11.53636,0,124.713,115.374,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,11.96562,0,118.287,115.374,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,12.06937,0,117.189,114.276,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,12.50314,0,117.189,107.783,0,0,0,No
0,0,0,0,0,4800,1,0,0,0,0,0,0,0,117.725,107.945,0,0,0,No
0,0,0,0,0,1800,1,0,0,0,0,0,12.57725,0,118.509,107.16,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,12.97687,0,124.491,107.16,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,13.05097,0,125.275,107.945,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,13.45911,0,125.275,114.054,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,13.53322,0,124.491,114.839,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,13.93283,0,118.509,114.839,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,14.00694,0,117.725,114.054,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,14.41107,0,117.725,108.005,0,0,0,No
0,0,0,0,0,4800,1,0,0,0,0,0,0,0,118.26,108.167,0,0,0,No
0,0,0,0,0,1800,1,0,0,0,0,0,14.45553,0,118.731,107.696,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,14.82551,0,124.269,107.696,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,14.86997,0,124.74,108.167,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,15.24846,0,124.74,113.832,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,15.29293,0,124.269,114.303,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,15.6629,0,118.731,114.303,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,15.70737,0,118.26,113.832,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,16.08185,0,118.26,108.227,0,0,0,No
0,0,0,0,0,4800,1,0,0,0,0,0,0,0,118.953,108.232,0,0,0,No
0,0,0,0,0,1800,1,0,0,0,0,0,16.42218,0,124.047,108.232,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,16.437,0,124.204,108.389,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,16.78585,0,124.204,113.61,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,16.80067,0,124.047,113.767,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,17.141,0,118.953,113.767,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,17.15583,0,118.796,113.61,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,17.50467,0,118.796,108.389,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,17.51549,0,118.91,108.274,0,0,0,No
0,0,0,0,0,3600,1,0,0,0,0,0,16.51549,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No
0,0,0,0,0,4800,1,0,0,0,0,0,0,0,123.636,113.2,0,0,0,No
0,0,0,0,0,3600,1,0,0,0,0,0,2.5,0,0,0,0,0,0,No
0,0,0,0,0,1800,1,0,0,0,0,0,2.78543,0,119.364,113.2,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,3.07937,0,119.364,108.8,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,3.3648,0,123.636,108.8,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,3.65473,0,123.636,113.14,0,0,0,No
0,0,0,0,0,4800,1,0,0,0,0,0,0,0,119.953,112.878,0,0,0,No
0,0,0,0,0,1800,1,0,0,0,0,0,3.68011,0,119.685,112.611,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,3.73122,0,119.685,111.849,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,3.82888,0,120.714,112.878,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,3.87999,0,121.475,112.878,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,4.04993,0,119.685,111.088,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,4.10104,0,119.685,110.327,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,4.34327,0,122.236,112.878,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,4.39438,0,122.998,112.878,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,4.70889,0,119.685,109.566,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,4.74554,0,120.002,109.121,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,5.06005,0,123.315,112.434,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,5.11116,0,123.315,111.672,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,5.35339,0,120.764,109.121,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,5.4045,0,121.525,109.121,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,5.57444,0,123.315,110.911,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,5.62555,0,123.315,110.15,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,5.72321,0,122.286,109.121,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,5.77432,0,123.047,109.121,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,5.7997,0,123.315,109.388,0,0,0,No
0,0,0,0,0,3600,1,0,0,0,0,0,4.7997,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No
0,0,0,0,0,4800,1,0,0,0,0,0,0,0,80.636,113.2,0,0,0,No
0,0,0,0,0,3600,1,0,0,0,0,0,2.5,0,0,0,0,0,0,No
0,0,0,0,0,1800,1,0,0,0,0,0,2.78543,0,76.364,113.2,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,3.07937,0,76.364,108.8,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,3.3648,0,80.636,108.8,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,3.65473,0,80.636,113.14,0,0,0,No
0,0,0,0,0,4800,1,0,0,0,0,0,0,0,76.953,112.878,0,0,0,No
0,0,0,0,0,1800,1,0,0,0,0,0,3.68011,0,76.685,112.611,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,3.73122,0,76.685,111.849,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,3.82888,0,77.714,112.878,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,3.87999,0,78.475,112.878,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,4.04993,0,76.685,111.088,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,4.10104,0,76.685,110.327,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,4.34327,0,79.236,112.878,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,4.39438,0,79.998,112.878,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,4.70889,0,76.685,109.566,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,4.74554,0,77.002,109.121,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,5.06005,0,80.315,112.434,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,5.11116,0,80.315,111.672,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,5.35339,0,77.764,109.121,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,5.4045,0,78.525,109.121,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,5.57444,0,80.315,110.911,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,5.62555,0,80.315,110.15,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,5.72321,0,79.286,109.121,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,5.77432,0,80.047,109.121,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,5.7997,0,80.315,109.388,0,0,0,No
0,0,185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No
0,0,0,0,0,4800,1,0.5,0,0,0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,3600,1,0,0,0,0,0,4.7997,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No
0,0,0,0,0,4800,1,0,0,0,0,0,0,0,81.136,113.3,0,0,0,No
0,0,0,0,0,3600,1,0,0,0,0,0,2.5,0,0,0,0,0,0,No
0,0,0,0,0,540,1,0,0,0,0,0,2.65655,0,75.864,113.3,0,0,0,No
0,0,0,0,0,540,1,0,0,0,0,0,2.66492,0,75.703,113.3,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,2.90525,0,75.703,108.7,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,2.91362,0,75.864,108.7,0,0,0,No
0,0,0,0,0,540,1,0,0,0,0,0,3.07017,0,81.136,108.7,0,0,0,No
0,0,0,0,0,540,1,0,0,0,0,0,3.07854,0,81.297,108.7,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,3.31887,0,81.297,113.3,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,3.32411,0,81.196,113.3,0,0,0,No
0,0,0,0,0,4800,1,0,0,0,0,0,0,0,80.794,113.028,0,0,0,No
0,0,0,0,0,2400,1,0,0,0,0,0,3.34395,0,81.025,112.797,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,3.38531,0,81.025,112.116,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,3.46365,0,80.113,113.028,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,3.50501,0,79.432,113.028,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,3.64184,0,81.025,111.435,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,3.68321,0,81.025,110.755,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,3.84229,0,79.173,112.606,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,3.88366,0,79.173,111.925,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,4.04275,0,81.025,110.074,0,0,0,No
0,0,0,0,0,0,1,0,0,0,0,0,4.08411,0,81.025,109.393,0,0,0,No
